optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adam.Adam'>,0.002,32,100,,,0,0,0,0.8027522935779816,0.864
<class 'torch.optim.adam.Adam'>,0.0015,128,150,,,0,0,0,0.8018348623853211,0.826
<class 'torch.optim.adamw.AdamW'>,0.0002,64,60,,,0,0,0,0.8018348623853211,0.832
<class 'torch.optim.adam.Adam'>,0.001,32,160,,,0,0,0,0.8018348623853211,0.82
<class 'torch.optim.adamw.AdamW'>,0.0001,64,128,,,0,0,0,0.8018348623853211,0.83
<class 'torch.optim.adam.Adam'>,0.002,128,90,,,0,0,0,0.8018348623853211,0.848
<class 'torch.optim.adam.Adam'>,0.0015,32,110,,,0,0,0,0.8009174311926606,0.876
<class 'torch.optim.adamw.AdamW'>,0.0015,128,180,,,0,0,0,0.8009174311926606,0.846
<class 'torch.optim.adamw.AdamW'>,0.002,64,100,,,0,0,0,0.8009174311926606,0.82
<class 'torch.optim.adam.Adam'>,0.0002,64,60,,,0,0,0,0.8009174311926606,0.828
<class 'torch.optim.adam.Adam'>,0.002,16,70,,,0,0,0,0.8009174311926606,0.848
<class 'torch.optim.adamw.AdamW'>,0.0001,64,190,,,0,0,0,0.8009174311926606,0.868
<class 'torch.optim.adam.Adam'>,0.001,32,240,,,0,0,0,0.8009174311926606,0.852
<class 'torch.optim.adamw.AdamW'>,0.0002,128,120,,,0,0,0,0.8,0.842
<class 'torch.optim.adam.Adam'>,0.0025,32,80,,,0,0,0,0.8,0.826
<class 'torch.optim.adam.Adam'>,0.0001,64,110,,,0,0,0,0.8,0.826
<class 'torch.optim.adam.Adam'>,0.0005,128,230,,,0,0,0,0.8,0.864
<class 'torch.optim.adam.Adam'>,0.0001,64,128,,,0,0,0,0.8,0.832
<class 'torch.optim.adamw.AdamW'>,0.0015,64,170,,,0,0,0,0.8,0.856
<class 'torch.optim.adam.Adam'>,0.002,128,100,,,0,0,0,0.7990825688073394,0.85
<class 'torch.optim.adamw.AdamW'>,0.001,16,180,,,0,0,0,0.7990825688073394,0.858
<class 'torch.optim.adamw.AdamW'>,0.0015,64,230,,,0,0,0,0.7990825688073394,0.852
<class 'torch.optim.adamw.AdamW'>,0.0015,32,220,,,0,0,0,0.7990825688073394,0.838
<class 'torch.optim.adamw.AdamW'>,0.0002,128,210,,,0,0,0,0.7990825688073394,0.808
<class 'torch.optim.adamw.AdamW'>,0.0001,64,110,,,0,0,0,0.7990825688073394,0.826
<class 'torch.optim.adamw.AdamW'>,0.0015,64,200,,,0,0,0,0.7981651376146789,0.868
<class 'torch.optim.adam.Adam'>,0.0001,64,190,,,0,0,0,0.7981651376146789,0.866
<class 'torch.optim.adamw.AdamW'>,0.0015,64,60,,,0,0,0,0.7981651376146789,0.83
<class 'torch.optim.adamw.AdamW'>,0.0015,32,60,,,0,0,0,0.7981651376146789,0.838
<class 'torch.optim.adam.Adam'>,0.001,32,220,,,0,0,0,0.7972477064220184,0.858
<class 'torch.optim.adamw.AdamW'>,0.0015,64,180,,,0,0,0,0.7972477064220184,0.852
<class 'torch.optim.adam.Adam'>,0.0015,16,80,,,0,0,0,0.7972477064220184,0.838
<class 'torch.optim.adamw.AdamW'>,0.0001,32,90,,,0,0,0,0.7972477064220184,0.808
<class 'torch.optim.adamw.AdamW'>,0.001,32,210,,,0,0,0,0.7972477064220184,0.876
<class 'torch.optim.adamw.AdamW'>,0.0015,16,90,,,0,0,0,0.7972477064220184,0.826
<class 'torch.optim.adam.Adam'>,0.0015,64,190,,,0,0,0,0.7963302752293578,0.862
<class 'torch.optim.adam.Adam'>,0.001,64,210,,,0,0,0,0.7963302752293578,0.864
<class 'torch.optim.adam.Adam'>,0.0015,32,90,,,0,0,0,0.7954128440366972,0.832
<class 'torch.optim.adam.Adam'>,0.0015,64,230,,,0,0,0,0.7944954128440367,0.874
<class 'torch.optim.adam.Adam'>,0.0001,32,90,,,0,0,0,0.7944954128440367,0.806
<class 'torch.optim.adamw.AdamW'>,0.001,32,230,,,0,0,0,0.7944954128440367,0.86
<class 'torch.optim.adamw.AdamW'>,0.0015,16,80,,,0,0,0,0.7944954128440367,0.882
<class 'torch.optim.adam.Adam'>,0.0025,128,90,,,0,0,0,0.7944954128440367,0.826
<class 'torch.optim.adam.Adam'>,0.0001,128,300,,,0,0,0,0.7944954128440367,0.872
<class 'torch.optim.adamw.AdamW'>,0.002,32,110,,,0,0,0,0.7935779816513762,0.846
<class 'torch.optim.adamw.AdamW'>,0.0001,128,300,,,0,0,0,0.7935779816513762,0.872
<class 'torch.optim.adamw.AdamW'>,0.0025,32,80,,,0,0,0,0.7935779816513762,0.832
<class 'torch.optim.adam.Adam'>,0.0025,32,70,,,0,0,0,0.7926605504587156,0.834
<class 'torch.optim.adam.Adam'>,0.0015,16,110,,,0,0,0,0.7926605504587156,0.82
<class 'torch.optim.adamw.AdamW'>,0.0015,128,80,,,0,0,0,0.7926605504587156,0.824
<class 'torch.optim.adamw.AdamW'>,0.002,64,170,,,0,0,0,0.791743119266055,0.82
<class 'torch.optim.adam.Adam'>,0.001,16,190,,,0,0,0,0.791743119266055,0.866
<class 'torch.optim.adamw.AdamW'>,0.001,64,210,,,0,0,0,0.791743119266055,0.862
<class 'torch.optim.adamw.AdamW'>,0.0001,64,120,,,0,0,0,0.7908256880733945,0.854
<class 'torch.optim.adamw.AdamW'>,0.0015,64,190,,,0,0,0,0.7908256880733945,0.856
<class 'torch.optim.adamw.AdamW'>,0.001,16,250,,,0,0,0,0.7908256880733945,0.848
<class 'torch.optim.adam.Adam'>,0.0015,16,90,,,0,0,0,0.7908256880733945,0.886
<class 'torch.optim.adamw.AdamW'>,0.0025,64,100,,,0,0,0,0.7908256880733945,0.838
<class 'torch.optim.adam.Adam'>,0.0001,128,230,,,0,0,0,0.7908256880733945,0.816
<class 'torch.optim.adamw.AdamW'>,0.0015,128,120,,,0,0,0,0.789908256880734,0.846
<class 'torch.optim.adam.Adam'>,0.001,32,250,,,0,0,0,0.789908256880734,0.838
<class 'torch.optim.adam.Adam'>,0.0001,64,120,,,0,0,0,0.789908256880734,0.854
<class 'torch.optim.adamw.AdamW'>,0.0015,64,120,,,0,0,0,0.7889908256880734,0.836
<class 'torch.optim.adam.Adam'>,0.002,64,110,,,0,0,0,0.7880733944954128,0.84
<class 'torch.optim.adam.Adam'>,0.001,32,100,,,0,0,0,0.7871559633027523,0.85
<class 'torch.optim.adam.Adam'>,0.0001,32,60,,,0,0,0,0.7862385321100918,0.822
<class 'torch.optim.adam.Adam'>,0.002,128,160,,,0,0,0,0.7862385321100918,0.82
<class 'torch.optim.adamw.AdamW'>,0.0001,32,60,,,0,0,0,0.7862385321100918,0.822
<class 'torch.optim.adamw.AdamW'>,0.002,64,230,,,0,0,0,0.7862385321100918,0.842
<class 'torch.optim.adam.Adam'>,0.0015,64,200,,,0,0,0,0.7862385321100918,0.84
<class 'torch.optim.adam.Adam'>,0.0005,128,220,,,0,0,0,0.7862385321100918,0.812
<class 'torch.optim.adamw.AdamW'>,0.001,128,180,,,0,0,0,0.7862385321100918,0.81
<class 'torch.optim.adam.Adam'>,0.0015,16,100,,,0,0,0,0.7853211009174312,0.848
<class 'torch.optim.adamw.AdamW'>,0.002,16,60,,,0,0,0,0.7853211009174312,0.85
<class 'torch.optim.adamw.AdamW'>,0.001,32,220,,,0,0,0,0.7853211009174312,0.89
<class 'torch.optim.adamw.AdamW'>,0.002,64,120,,,0,0,0,0.7853211009174312,0.82
<class 'torch.optim.adamw.AdamW'>,0.0001,128,230,,,0,0,0,0.7844036697247706,0.802
<class 'torch.optim.adamw.AdamW'>,0.0015,16,60,,,0,0,0,0.7844036697247706,0.798
<class 'torch.optim.adamw.AdamW'>,0.0015,128,150,,,0,0,0,0.7834862385321101,0.822
<class 'torch.optim.adam.Adam'>,0.0015,32,190,,,0,0,0,0.7834862385321101,0.872
<class 'torch.optim.adamw.AdamW'>,0.0015,128,220,,,0,0,0,0.7834862385321101,0.824
<class 'torch.optim.adamw.AdamW'>,0.0025,128,70,,,0,0,0,0.7834862385321101,0.786
<class 'torch.optim.adam.Adam'>,0.002,64,140,,,0,0,0,0.7834862385321101,0.836
<class 'torch.optim.adamw.AdamW'>,0.0001,32,70,,,0,0,0,0.7825688073394496,0.842
<class 'torch.optim.adam.Adam'>,0.0001,32,70,,,0,0,0,0.7825688073394496,0.84
<class 'torch.optim.adam.Adam'>,0.002,64,60,,,0,0,0,0.7825688073394496,0.824
<class 'torch.optim.adam.Adam'>,0.0025,128,100,,,0,0,0,0.781651376146789,0.828
<class 'torch.optim.adamw.AdamW'>,0.0015,16,120,,,0,0,0,0.781651376146789,0.878
<class 'torch.optim.adam.Adam'>,0.0025,128,140,,,0,0,0,0.7807339449541284,0.8
<class 'torch.optim.adamw.AdamW'>,0.0001,128,200,,,0,0,0,0.7807339449541284,0.82
<class 'torch.optim.adam.Adam'>,0.0025,128,160,,,0,0,0,0.7798165137614679,0.806
<class 'torch.optim.adamw.AdamW'>,0.0005,128,210,,,0,0,0,0.7798165137614679,0.834
<class 'torch.optim.adamw.AdamW'>,0.0025,64,60,,,0,0,0,0.7798165137614679,0.818
<class 'torch.optim.adam.Adam'>,0.001,16,160,,,0,0,0,0.7788990825688074,0.82
<class 'torch.optim.adamw.AdamW'>,0.001,32,100,,,0,0,0,0.7779816513761468,0.832
<class 'torch.optim.adamw.AdamW'>,0.002,64,70,,,0,0,0,0.7779816513761468,0.786
<class 'torch.optim.adam.Adam'>,0.0015,128,250,,,0,0,0,0.7779816513761468,0.822
<class 'torch.optim.adam.Adam'>,0.002,16,100,,,0,0,0,0.7779816513761468,0.816
<class 'torch.optim.adam.Adam'>,0.0015,64,120,,,0,0,0,0.7770642201834862,0.866
<class 'torch.optim.adamw.AdamW'>,0.0001,128,240,,,0,0,0,0.7770642201834862,0.816
<class 'torch.optim.adamw.AdamW'>,0.0025,128,120,,,0,0,0,0.7770642201834862,0.812
<class 'torch.optim.adamw.AdamW'>,0.0015,64,160,,,0,0,0,0.7761467889908257,0.85
<class 'torch.optim.adamw.AdamW'>,0.0025,32,70,,,0,0,0,0.7761467889908257,0.836
<class 'torch.optim.adamw.AdamW'>,0.0025,16,60,,,0,0,0,0.7761467889908257,0.852
<class 'torch.optim.adam.Adam'>,0.001,64,240,,,0,0,0,0.7761467889908257,0.826
<class 'torch.optim.adam.Adam'>,0.0001,128,200,,,0,0,0,0.7752293577981652,0.824
<class 'torch.optim.adamw.AdamW'>,0.0025,64,128,,,0,0,0,0.7743119266055046,0.842
<class 'torch.optim.adam.Adam'>,0.0015,128,180,,,0,0,0,0.773394495412844,0.87
<class 'torch.optim.adam.Adam'>,0.002,64,210,,,0,0,0,0.773394495412844,0.832
<class 'torch.optim.adamw.AdamW'>,0.0015,16,128,,,0,0,0,0.773394495412844,0.84
<class 'torch.optim.adamw.AdamW'>,0.0015,16,100,,,0,0,0,0.773394495412844,0.846
<class 'torch.optim.adamw.AdamW'>,0.0015,32,170,,,0,0,0,0.773394495412844,0.8
<class 'torch.optim.adamw.AdamW'>,0.0015,32,150,,,0,0,0,0.7724770642201835,0.864
<class 'torch.optim.adam.Adam'>,0.0015,128,230,,,0,0,0,0.771559633027523,0.848
<class 'torch.optim.adam.Adam'>,0.0015,16,128,,,0,0,0,0.7706422018348624,0.82
<class 'torch.optim.adam.Adam'>,0.002,16,60,,,0,0,0,0.7706422018348624,0.824
<class 'torch.optim.adamw.AdamW'>,0.0025,16,70,,,0,0,0,0.7697247706422018,0.81
<class 'torch.optim.adamw.AdamW'>,0.002,128,90,,,0,0,0,0.7697247706422018,0.844
<class 'torch.optim.adamw.AdamW'>,0.0001,128,160,,,0,0,0,0.7697247706422018,0.778
<class 'torch.optim.adam.Adam'>,0.0015,32,150,,,0,0,0,0.7697247706422018,0.85
<class 'torch.optim.adam.Adam'>,0.0015,32,170,,,0,0,0,0.7697247706422018,0.84
<class 'torch.optim.adam.Adam'>,0.0001,128,240,,,0,0,0,0.7697247706422018,0.808
<class 'torch.optim.adam.Adam'>,0.0015,128,240,,,0,0,0,0.7697247706422018,0.812
<class 'torch.optim.adam.Adam'>,0.0001,128,160,,,0,0,0,0.7688073394495413,0.78
<class 'torch.optim.adamw.AdamW'>,0.001,16,200,,,0,0,0,0.7688073394495413,0.812
<class 'torch.optim.adam.Adam'>,0.001,32,210,,,0,0,0,0.7688073394495413,0.76
<class 'torch.optim.adamw.AdamW'>,0.002,128,150,,,0,0,0,0.7678899082568807,0.782
<class 'torch.optim.adam.Adam'>,0.002,64,128,,,0,0,0,0.7678899082568807,0.828
<class 'torch.optim.adam.Adam'>,0.0015,64,240,,,0,0,0,0.7669724770642202,0.846
<class 'torch.optim.adam.Adam'>,0.0015,32,120,,,0,0,0,0.7669724770642202,0.848
<class 'torch.optim.adamw.AdamW'>,0.001,16,190,,,0,0,0,0.7669724770642202,0.836
<class 'torch.optim.adamw.AdamW'>,0.0001,128,250,,,0,0,0,0.7660550458715596,0.77
<class 'torch.optim.adamw.AdamW'>,0.001,16,170,,,0,0,0,0.7660550458715596,0.822
<class 'torch.optim.adam.Adam'>,0.0025,16,60,,,0,0,0,0.7660550458715596,0.826
<class 'torch.optim.adamw.AdamW'>,0.001,64,300,,,0,0,0,0.7651376146788991,0.828
<class 'torch.optim.adamw.AdamW'>,0.0025,64,80,,,0,0,0,0.7651376146788991,0.842
<class 'torch.optim.adamw.AdamW'>,0.0015,128,110,,,0,0,0,0.7642201834862385,0.816
<class 'torch.optim.adam.Adam'>,0.0001,128,250,,,0,0,0,0.763302752293578,0.774
<class 'torch.optim.adamw.AdamW'>,0.001,16,150,,,0,0,0,0.763302752293578,0.75
<class 'torch.optim.adam.Adam'>,0.001,64,300,,,0,0,0,0.763302752293578,0.822
<class 'torch.optim.adam.Adam'>,0.002,128,180,,,0,0,0,0.763302752293578,0.774
<class 'torch.optim.adam.Adam'>,0.0015,128,80,,,0,0,0,0.763302752293578,0.786
<class 'torch.optim.adam.Adam'>,0.0025,128,190,,,0,0,0,0.7623853211009174,0.832
<class 'torch.optim.adam.Adam'>,0.002,128,170,,,0,0,0,0.7623853211009174,0.812
<class 'torch.optim.adamw.AdamW'>,0.002,32,120,,,0,0,0,0.7614678899082569,0.82
<class 'torch.optim.adamw.AdamW'>,0.0015,32,160,,,0,0,0,0.7614678899082569,0.836
<class 'torch.optim.adam.Adam'>,0.002,128,200,,,0,0,0,0.7614678899082569,0.794
<class 'torch.optim.adam.Adam'>,0.002,64,120,,,0,0,0,0.7614678899082569,0.812
<class 'torch.optim.adamw.AdamW'>,0.0002,128,90,,,0,0,0,0.7605504587155963,0.796
<class 'torch.optim.adamw.AdamW'>,0.001,32,240,,,0,0,0,0.7605504587155963,0.834
<class 'torch.optim.adamw.AdamW'>,0.0015,32,180,,,0,0,0,0.7605504587155963,0.824
<class 'torch.optim.adamw.AdamW'>,0.0015,32,140,,,0,0,0,0.7605504587155963,0.844
<class 'torch.optim.adam.Adam'>,0.001,64,250,,,0,0,0,0.7596330275229358,0.83
<class 'torch.optim.adam.Adam'>,0.0002,128,90,,,0,0,0,0.7596330275229358,0.816
<class 'torch.optim.adam.Adam'>,0.002,128,80,,,0,0,0,0.7587155963302752,0.782
<class 'torch.optim.adam.Adam'>,0.002,128,150,,,0,0,0,0.7587155963302752,0.798
<class 'torch.optim.adam.Adam'>,0.002,64,180,,,0,0,0,0.7587155963302752,0.8
<class 'torch.optim.adam.Adam'>,0.002,32,128,,,0,0,0,0.7587155963302752,0.806
<class 'torch.optim.adam.Adam'>,0.0015,16,120,,,0,0,0,0.7587155963302752,0.784
<class 'torch.optim.adam.Adam'>,0.0015,32,200,,,0,0,0,0.7577981651376147,0.824
<class 'torch.optim.adamw.AdamW'>,0.0015,64,240,,,0,0,0,0.7577981651376147,0.846
<class 'torch.optim.adam.Adam'>,0.0015,16,150,,,0,0,0,0.7577981651376147,0.798
<class 'torch.optim.adamw.AdamW'>,0.002,128,110,,,0,0,0,0.7577981651376147,0.808
<class 'torch.optim.adam.Adam'>,0.0025,16,70,,,0,0,0,0.7568807339449541,0.836
<class 'torch.optim.adam.Adam'>,0.002,32,120,,,0,0,0,0.7559633027522936,0.82
<class 'torch.optim.adam.Adam'>,0.0015,128,210,,,0,0,0,0.7559633027522936,0.752
<class 'torch.optim.adam.Adam'>,0.0025,64,60,,,0,0,0,0.7559633027522936,0.784
<class 'torch.optim.adamw.AdamW'>,0.0015,16,70,,,0,0,0,0.7559633027522936,0.826
<class 'torch.optim.adam.Adam'>,0.002,64,230,,,0,0,0,0.755045871559633,0.81
<class 'torch.optim.adam.Adam'>,0.001,32,200,,,0,0,0,0.755045871559633,0.798
<class 'torch.optim.adam.Adam'>,0.0015,64,210,,,0,0,0,0.755045871559633,0.834
<class 'torch.optim.adamw.AdamW'>,0.0015,16,190,,,0,0,0,0.7541284403669725,0.774
<class 'torch.optim.adamw.AdamW'>,0.002,64,150,,,0,0,0,0.7541284403669725,0.824
<class 'torch.optim.adamw.AdamW'>,0.001,16,240,,,0,0,0,0.7541284403669725,0.826
<class 'torch.optim.adamw.AdamW'>,0.0025,16,90,,,0,0,0,0.7532110091743119,0.83
<class 'torch.optim.adam.Adam'>,0.0015,16,140,,,0,0,0,0.7532110091743119,0.85
<class 'torch.optim.adam.Adam'>,0.0025,16,80,,,0,0,0,0.7532110091743119,0.84
<class 'torch.optim.adamw.AdamW'>,0.002,32,190,,,0,0,0,0.7522935779816514,0.85
<class 'torch.optim.adamw.AdamW'>,0.001,64,240,,,0,0,0,0.7522935779816514,0.844
<class 'torch.optim.adamw.AdamW'>,0.0025,32,90,,,0,0,0,0.7522935779816514,0.808
<class 'torch.optim.adamw.AdamW'>,0.0025,64,120,,,0,0,0,0.7513761467889908,0.796
<class 'torch.optim.adamw.AdamW'>,0.002,16,80,,,0,0,0,0.7513761467889908,0.842
<class 'torch.optim.adam.Adam'>,0.001,16,170,,,0,0,0,0.7513761467889908,0.832
<class 'torch.optim.adamw.AdamW'>,0.002,32,140,,,0,0,0,0.7513761467889908,0.836
<class 'torch.optim.adam.Adam'>,0.0025,128,128,,,0,0,0,0.7513761467889908,0.802
<class 'torch.optim.adamw.AdamW'>,0.002,128,120,,,0,0,0,0.7504587155963303,0.764
<class 'torch.optim.adam.Adam'>,0.0025,128,70,,,0,0,0,0.7504587155963303,0.768
<class 'torch.optim.adam.Adam'>,0.002,64,200,,,0,0,0,0.7504587155963303,0.812
<class 'torch.optim.adamw.AdamW'>,0.002,16,100,,,0,0,0,0.7504587155963303,0.81
<class 'torch.optim.adamw.AdamW'>,0.002,64,190,,,0,0,0,0.7495412844036697,0.822
<class 'torch.optim.adamw.AdamW'>,0.002,64,128,,,0,0,0,0.7486238532110092,0.748
<class 'torch.optim.adam.Adam'>,0.002,32,160,,,0,0,0,0.7477064220183486,0.834
<class 'torch.optim.adamw.AdamW'>,0.0002,128,80,,,0,0,0,0.7467889908256881,0.798
<class 'torch.optim.adamw.AdamW'>,0.002,128,140,,,0,0,0,0.7467889908256881,0.79
<class 'torch.optim.adam.Adam'>,0.0002,128,80,,,0,0,0,0.7467889908256881,0.8
<class 'torch.optim.adam.Adam'>,0.0025,64,160,,,0,0,0,0.7467889908256881,0.816
<class 'torch.optim.adamw.AdamW'>,0.0025,128,128,,,0,0,0,0.744954128440367,0.798
<class 'torch.optim.adamw.AdamW'>,0.0015,32,190,,,0,0,0,0.744954128440367,0.84
<class 'torch.optim.adam.Adam'>,0.0015,128,220,,,0,0,0,0.744954128440367,0.79
<class 'torch.optim.adamw.AdamW'>,0.002,128,180,,,0,0,0,0.7440366972477064,0.8
<class 'torch.optim.adamw.AdamW'>,0.0015,128,230,,,0,0,0,0.7440366972477064,0.826
<class 'torch.optim.adam.Adam'>,0.002,128,110,,,0,0,0,0.7440366972477064,0.772
<class 'torch.optim.adam.Adam'>,0.002,32,150,,,0,0,0,0.7440366972477064,0.792
<class 'torch.optim.adamw.AdamW'>,0.0015,16,160,,,0,0,0,0.7440366972477064,0.814
<class 'torch.optim.adam.Adam'>,0.002,32,60,,,0,0,0,0.7431192660550459,0.796
<class 'torch.optim.adamw.AdamW'>,0.002,16,90,,,0,0,0,0.7422018348623853,0.814
<class 'torch.optim.adam.Adam'>,0.0015,32,140,,,0,0,0,0.7412844036697248,0.834
<class 'torch.optim.adamw.AdamW'>,0.0025,64,180,,,0,0,0,0.7412844036697248,0.778
<class 'torch.optim.adam.Adam'>,0.002,64,150,,,0,0,0,0.7412844036697248,0.84
<class 'torch.optim.adam.Adam'>,0.002,64,170,,,0,0,0,0.7403669724770642,0.8
<class 'torch.optim.adamw.AdamW'>,0.0015,128,210,,,0,0,0,0.7403669724770642,0.776
<class 'torch.optim.adamw.AdamW'>,0.0025,64,70,,,0,0,0,0.7403669724770642,0.822
<class 'torch.optim.adamw.AdamW'>,0.0015,16,110,,,0,0,0,0.7403669724770642,0.84
<class 'torch.optim.adamw.AdamW'>,0.0015,64,140,,,0,0,0,0.7403669724770642,0.812
<class 'torch.optim.adamw.AdamW'>,0.002,32,150,,,0,0,0,0.7394495412844037,0.842
<class 'torch.optim.adamw.AdamW'>,0.0025,128,100,,,0,0,0,0.7394495412844037,0.816
<class 'torch.optim.adam.Adam'>,0.0025,128,170,,,0,0,0,0.7376146788990826,0.764
<class 'torch.optim.adamw.AdamW'>,0.002,128,210,,,0,0,0,0.736697247706422,0.782
<class 'torch.optim.adamw.AdamW'>,0.0025,128,150,,,0,0,0,0.736697247706422,0.766
<class 'torch.optim.adam.Adam'>,0.002,16,80,,,0,0,0,0.7348623853211009,0.822
<class 'torch.optim.adam.Adam'>,0.002,64,220,,,0,0,0,0.7339449541284404,0.8
<class 'torch.optim.adamw.AdamW'>,0.0025,128,140,,,0,0,0,0.7330275229357798,0.77
<class 'torch.optim.adam.Adam'>,0.0025,32,128,,,0,0,0,0.7330275229357798,0.812
<class 'torch.optim.adam.Adam'>,0.0015,128,190,,,0,0,0,0.7321100917431193,0.808
<class 'torch.optim.adamw.AdamW'>,0.0015,64,210,,,0,0,0,0.7321100917431193,0.838
<class 'torch.optim.adam.Adam'>,0.002,128,120,,,0,0,0,0.7321100917431193,0.808
<class 'torch.optim.adam.Adam'>,0.0025,32,60,,,0,0,0,0.7321100917431193,0.788
<class 'torch.optim.adamw.AdamW'>,0.002,64,160,,,0,0,0,0.7321100917431193,0.754
<class 'torch.optim.adamw.AdamW'>,0.0025,64,200,,,0,0,0,0.7311926605504587,0.824
<class 'torch.optim.adamw.AdamW'>,0.0015,64,220,,,0,0,0,0.7293577981651376,0.842
<class 'torch.optim.adamw.AdamW'>,0.0015,64,250,,,0,0,0,0.7293577981651376,0.768
<class 'torch.optim.adam.Adam'>,0.0025,64,120,,,0,0,0,0.7293577981651376,0.796
<class 'torch.optim.adam.Adam'>,0.0025,32,140,,,0,0,0,0.7293577981651376,0.782
<class 'torch.optim.adam.Adam'>,0.001,16,210,,,0,0,0,0.7293577981651376,0.834
<class 'torch.optim.adam.Adam'>,0.0025,32,120,,,0,0,0,0.7293577981651376,0.76
<class 'torch.optim.adamw.AdamW'>,0.0025,32,60,,,0,0,0,0.7293577981651376,0.762
<class 'torch.optim.adamw.AdamW'>,0.0015,128,300,,,0,0,0,0.728440366972477,0.76
<class 'torch.optim.adamw.AdamW'>,0.0025,32,110,,,0,0,0,0.728440366972477,0.782
<class 'torch.optim.adamw.AdamW'>,0.002,64,140,,,0,0,0,0.7256880733944954,0.762
<class 'torch.optim.adam.Adam'>,0.002,32,190,,,0,0,0,0.7247706422018348,0.798
<class 'torch.optim.adam.Adam'>,0.0001,128,150,,,0,0,0,0.7238532110091743,0.742
<class 'torch.optim.adam.Adam'>,0.0025,64,250,,,0,0,0,0.7229357798165138,0.718
<class 'torch.optim.adamw.AdamW'>,0.0001,128,150,,,0,0,0,0.7229357798165138,0.742
<class 'torch.optim.adamw.AdamW'>,0.002,64,200,,,0,0,0,0.7229357798165138,0.808
<class 'torch.optim.adamw.AdamW'>,0.001,16,220,,,0,0,0,0.7220183486238532,0.786
<class 'torch.optim.adamw.AdamW'>,0.005,64,70,,,0,0,0,0.7220183486238532,0.718
<class 'torch.optim.adamw.AdamW'>,0.001,16,210,,,0,0,0,0.7211009174311926,0.732
<class 'torch.optim.adam.Adam'>,0.0025,32,90,,,0,0,0,0.7211009174311926,0.794
<class 'torch.optim.adam.Adam'>,0.001,16,240,,,0,0,0,0.7201834862385321,0.806
<class 'torch.optim.adam.Adam'>,0.002,64,160,,,0,0,0,0.7201834862385321,0.77
<class 'torch.optim.adam.Adam'>,0.0015,32,180,,,0,0,0,0.7192660550458716,0.772
<class 'torch.optim.adamw.AdamW'>,0.0015,32,250,,,0,0,0,0.7174311926605504,0.806
<class 'torch.optim.adamw.AdamW'>,0.002,64,180,,,0,0,0,0.7174311926605504,0.804
<class 'torch.optim.adam.Adam'>,0.0025,64,128,,,0,0,0,0.7165137614678899,0.776
<class 'torch.optim.adam.Adam'>,0.002,64,190,,,0,0,0,0.7165137614678899,0.774
<class 'torch.optim.adam.Adam'>,0.0025,64,140,,,0,0,0,0.7155963302752294,0.792
<class 'torch.optim.adamw.AdamW'>,0.005,64,240,,,0,0,0,0.7146788990825688,0.786
<class 'torch.optim.adamw.AdamW'>,0.002,32,128,,,0,0,0,0.7146788990825688,0.824
<class 'torch.optim.adam.Adam'>,0.002,128,140,,,0,0,0,0.7146788990825688,0.75
<class 'torch.optim.adamw.AdamW'>,0.0001,64,90,,,0,0,0,0.7137614678899082,0.768
<class 'torch.optim.adam.Adam'>,0.002,32,110,,,0,0,0,0.7137614678899082,0.826
<class 'torch.optim.adam.Adam'>,0.002,16,128,,,0,0,0,0.7137614678899082,0.832
<class 'torch.optim.adamw.AdamW'>,0.0025,64,230,,,0,0,0,0.7137614678899082,0.782
<class 'torch.optim.adamw.AdamW'>,0.0025,64,110,,,0,0,0,0.7128440366972477,0.82
<class 'torch.optim.adamw.AdamW'>,0.002,128,230,,,0,0,0,0.7128440366972477,0.836
<class 'torch.optim.adamw.AdamW'>,0.0015,128,240,,,0,0,0,0.7128440366972477,0.818
<class 'torch.optim.adam.Adam'>,0.0015,32,230,,,0,0,0,0.7128440366972477,0.816
<class 'torch.optim.adam.Adam'>,0.0001,64,90,,,0,0,0,0.7119266055045872,0.77
<class 'torch.optim.adam.Adam'>,0.001,16,200,,,0,0,0,0.7119266055045872,0.76
<class 'torch.optim.adamw.AdamW'>,0.002,32,180,,,0,0,0,0.7119266055045872,0.77
<class 'torch.optim.adam.Adam'>,0.005,128,70,,,0,0,0,0.7110091743119266,0.748
<class 'torch.optim.adamw.AdamW'>,0.0025,128,80,,,0,0,0,0.7110091743119266,0.772
<class 'torch.optim.adam.Adam'>,0.0025,128,80,,,0,0,0,0.7110091743119266,0.772
<class 'torch.optim.adam.Adam'>,0.0025,64,70,,,0,0,0,0.7110091743119266,0.806
<class 'torch.optim.adamw.AdamW'>,0.0015,32,200,,,0,0,0,0.7110091743119266,0.792
<class 'torch.optim.adam.Adam'>,0.0025,64,240,,,0,0,0,0.710091743119266,0.71
<class 'torch.optim.adam.Adam'>,0.0015,64,220,,,0,0,0,0.710091743119266,0.814
<class 'torch.optim.adam.Adam'>,0.002,16,90,,,0,0,0,0.710091743119266,0.778
<class 'torch.optim.adam.Adam'>,0.001,16,180,,,0,0,0,0.7091743119266055,0.806
<class 'torch.optim.adamw.AdamW'>,0.002,32,160,,,0,0,0,0.7091743119266055,0.758
<class 'torch.optim.adam.Adam'>,0.0015,32,220,,,0,0,0,0.708256880733945,0.822
<class 'torch.optim.adamw.AdamW'>,0.0015,128,250,,,0,0,0,0.708256880733945,0.804
