optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adamw.AdamW'>,0.0025,128,300,,,0,0,0,0.5596330275229358,0.62
<class 'torch.optim.adamw.AdamW'>,0.005,128,300,,,0,0,0,0.5596330275229358,0.628
<class 'torch.optim.adamw.AdamW'>,0.0001,128,140,,,0,0,0,0.5568807339449541,0.58
<class 'torch.optim.adam.Adam'>,0.0025,128,150,,,0,0,0,0.5568807339449541,0.564
<class 'torch.optim.adam.Adam'>,0.002,128,300,,,0,0,0,0.5559633027522936,0.686
<class 'torch.optim.adamw.AdamW'>,0.002,32,220,,,0,0,0,0.5559633027522936,0.708
<class 'torch.optim.adam.Adam'>,0.005,16,230,,,0,0,0,0.5559633027522936,0.62
<class 'torch.optim.adamw.AdamW'>,0.002,16,250,,,0,0,0,0.555045871559633,0.692
<class 'torch.optim.adamw.AdamW'>,0.0025,16,190,,,0,0,0,0.555045871559633,0.564
<class 'torch.optim.adam.Adam'>,0.0025,32,210,,,0,0,0,0.555045871559633,0.644
<class 'torch.optim.adam.Adam'>,0.0025,128,300,,,0,0,0,0.5541284403669725,0.576
<class 'torch.optim.adamw.AdamW'>,0.01,32,120,,,0,0,0,0.5532110091743119,0.638
<class 'torch.optim.adamw.AdamW'>,0.002,128,300,,,0,0,0,0.5532110091743119,0.69
<class 'torch.optim.adam.Adam'>,0.0025,128,200,,,0,0,0,0.5513761467889908,0.622
<class 'torch.optim.adam.Adam'>,0.0001,128,190,,,0,0,0,0.5513761467889908,0.66
<class 'torch.optim.adam.Adam'>,0.0015,16,240,,,0,0,0,0.5513761467889908,0.722
<class 'torch.optim.adam.Adam'>,0.005,32,250,,,0,0,0,0.5513761467889908,0.634
<class 'torch.optim.adam.Adam'>,0.0025,32,300,,,0,0,0,0.5504587155963303,0.68
<class 'torch.optim.adam.Adam'>,0.005,16,128,,,0,0,0,0.5504587155963303,0.61
<class 'torch.optim.adamw.AdamW'>,0.005,32,160,,,0,0,0,0.5486238532110091,0.658
<class 'torch.optim.adamw.AdamW'>,0.005,16,250,,,0,0,0,0.5486238532110091,0.604
<class 'torch.optim.adamw.AdamW'>,0.0025,16,140,,,0,0,0,0.5477064220183486,0.648
<class 'torch.optim.adam.Adam'>,0.01,32,80,,,0,0,0,0.5467889908256881,0.608
<class 'torch.optim.adamw.AdamW'>,0.01,64,60,,,0,0,0,0.5467889908256881,0.594
<class 'torch.optim.adamw.AdamW'>,0.0025,16,220,,,0,0,0,0.5467889908256881,0.65
<class 'torch.optim.adam.Adam'>,0.0025,16,128,,,0,0,0,0.5467889908256881,0.674
<class 'torch.optim.adam.Adam'>,0.0025,16,160,,,0,0,0,0.5458715596330275,0.584
<class 'torch.optim.adam.Adam'>,0.0025,16,210,,,0,0,0,0.5458715596330275,0.668
<class 'torch.optim.adam.Adam'>,0.0025,32,230,,,0,0,0,0.544954128440367,0.602
<class 'torch.optim.adamw.AdamW'>,0.005,32,90,,,0,0,0,0.544954128440367,0.604
<class 'torch.optim.adam.Adam'>,0.0025,32,170,,,0,0,0,0.544954128440367,0.6
<class 'torch.optim.adam.Adam'>,0.0025,32,240,,,0,0,0,0.5440366972477064,0.676
<class 'torch.optim.adam.Adam'>,0.01,32,160,,,0,0,0,0.5440366972477064,0.61
<class 'torch.optim.adam.Adam'>,0.005,16,60,,,0,0,0,0.5394495412844037,0.662
<class 'torch.optim.adam.Adam'>,0.0025,16,140,,,0,0,0,0.5394495412844037,0.642
<class 'torch.optim.adam.Adam'>,0.01,32,240,,,0,0,0,0.5394495412844037,0.592
<class 'torch.optim.adam.Adam'>,0.005,64,170,,,0,0,0,0.5394495412844037,0.636
<class 'torch.optim.adamw.AdamW'>,0.01,128,210,,,0,0,0,0.5394495412844037,0.574
<class 'torch.optim.adamw.AdamW'>,0.005,64,100,,,0,0,0,0.5385321100917431,0.686
<class 'torch.optim.adamw.AdamW'>,0.005,64,210,,,0,0,0,0.5357798165137615,0.618
<class 'torch.optim.adamw.AdamW'>,0.005,16,200,,,0,0,0,0.5348623853211009,0.578
<class 'torch.optim.adamw.AdamW'>,0.005,32,170,,,0,0,0,0.5339449541284403,0.686
<class 'torch.optim.adam.Adam'>,0.01,128,170,,,0,0,0,0.5330275229357798,0.628
<class 'torch.optim.adam.Adam'>,0.005,32,90,,,0,0,0,0.5330275229357798,0.64
<class 'torch.optim.adam.Adam'>,0.005,64,100,,,0,0,0,0.5330275229357798,0.564
<class 'torch.optim.adam.Adam'>,0.005,16,80,,,0,0,0,0.5330275229357798,0.656
<class 'torch.optim.adam.Adam'>,0.01,64,250,,,0,0,0,0.5321100917431193,0.58
<class 'torch.optim.adam.Adam'>,0.005,16,120,,,0,0,0,0.5321100917431193,0.578
<class 'torch.optim.adam.Adam'>,0.005,16,90,,,0,0,0,0.5311926605504587,0.62
<class 'torch.optim.adamw.AdamW'>,0.005,16,60,,,0,0,0,0.5302752293577981,0.62
<class 'torch.optim.adam.Adam'>,0.0025,16,110,,,0,0,0,0.5293577981651376,0.656
<class 'torch.optim.adam.Adam'>,0.005,128,100,,,0,0,0,0.5293577981651376,0.582
<class 'torch.optim.adamw.AdamW'>,0.01,32,100,,,0,0,0,0.5275229357798165,0.646
<class 'torch.optim.adamw.AdamW'>,0.01,64,128,,,0,0,0,0.5256880733944954,0.548
<class 'torch.optim.adam.Adam'>,0.0025,16,220,,,0,0,0,0.5256880733944954,0.67
<class 'torch.optim.adam.Adam'>,0.002,32,140,,,0,0,0,0.5247706422018349,0.664
<class 'torch.optim.adam.Adam'>,0.005,16,140,,,0,0,0,0.5238532110091743,0.644
<class 'torch.optim.adam.Adam'>,0.005,16,190,,,0,0,0,0.5229357798165137,0.548
<class 'torch.optim.adamw.AdamW'>,0.005,128,240,,,0,0,0,0.5229357798165137,0.48
<class 'torch.optim.adam.Adam'>,0.0015,16,180,,,0,0,0,0.5220183486238532,0.644
<class 'torch.optim.adamw.AdamW'>,0.0025,64,250,,,0,0,0,0.5220183486238532,0.598
<class 'torch.optim.adamw.AdamW'>,0.01,128,160,,,0,0,0,0.5211009174311927,0.556
<class 'torch.optim.adamw.AdamW'>,0.01,16,140,,,0,0,0,0.5201834862385321,0.494
<class 'torch.optim.adamw.AdamW'>,0.005,32,100,,,0,0,0,0.5201834862385321,0.626
<class 'torch.optim.adam.Adam'>,0.005,128,250,,,0,0,0,0.5201834862385321,0.654
<class 'torch.optim.adam.Adam'>,0.0025,16,240,,,0,0,0,0.5201834862385321,0.612
<class 'torch.optim.adamw.AdamW'>,0.005,16,150,,,0,0,0,0.5201834862385321,0.62
<class 'torch.optim.adamw.AdamW'>,0.01,128,140,,,0,0,0,0.5192660550458715,0.536
<class 'torch.optim.adam.Adam'>,0.0001,128,90,,,0,0,0,0.518348623853211,0.54
<class 'torch.optim.adamw.AdamW'>,0.01,64,210,,,0,0,0,0.518348623853211,0.572
<class 'torch.optim.adamw.AdamW'>,0.0001,128,90,,,0,0,0,0.518348623853211,0.542
<class 'torch.optim.adam.Adam'>,0.005,64,180,,,0,0,0,0.5174311926605505,0.568
<class 'torch.optim.adamw.AdamW'>,0.005,16,100,,,0,0,0,0.5165137614678899,0.61
<class 'torch.optim.adam.Adam'>,0.0025,128,220,,,0,0,0,0.5165137614678899,0.62
<class 'torch.optim.adam.Adam'>,0.005,128,300,,,0,0,0,0.5165137614678899,0.588
<class 'torch.optim.adamw.AdamW'>,0.005,64,220,,,0,0,0,0.5155963302752293,0.432
<class 'torch.optim.adamw.AdamW'>,0.005,64,230,,,0,0,0,0.5155963302752293,0.552
<class 'torch.optim.adamw.AdamW'>,0.01,64,120,,,0,0,0,0.5155963302752293,0.58
<class 'torch.optim.adamw.AdamW'>,0.005,32,140,,,0,0,0,0.5155963302752293,0.606
<class 'torch.optim.adamw.AdamW'>,0.01,64,190,,,0,0,0,0.5146788990825688,0.622
<class 'torch.optim.adamw.AdamW'>,0.005,16,110,,,0,0,0,0.5146788990825688,0.618
<class 'torch.optim.adamw.AdamW'>,0.0025,16,230,,,0,0,0,0.5128440366972477,0.654
<class 'torch.optim.adam.Adam'>,0.01,64,60,,,0,0,0,0.5128440366972477,0.568
<class 'torch.optim.adamw.AdamW'>,0.01,32,140,,,0,0,0,0.5128440366972477,0.602
<class 'torch.optim.adam.Adam'>,0.0025,128,230,,,0,0,0,0.5110091743119266,0.576
<class 'torch.optim.adamw.AdamW'>,0.0025,128,170,,,0,0,0,0.5100917431192661,0.556
<class 'torch.optim.adam.Adam'>,0.005,64,250,,,0,0,0,0.5073394495412844,0.636
<class 'torch.optim.adamw.AdamW'>,0.005,128,120,,,0,0,0,0.5064220183486239,0.536
<class 'torch.optim.adamw.AdamW'>,0.01,128,170,,,0,0,0,0.5055045871559632,0.462
<class 'torch.optim.adamw.AdamW'>,0.01,128,80,,,0,0,0,0.5055045871559632,0.622
<class 'torch.optim.adamw.AdamW'>,0.005,16,70,,,0,0,0,0.5045871559633027,0.546
<class 'torch.optim.adam.Adam'>,0.002,16,170,,,0,0,0,0.5045871559633027,0.636
<class 'torch.optim.adamw.AdamW'>,0.0015,16,180,,,0,0,0,0.5036697247706422,0.582
<class 'torch.optim.adam.Adam'>,0.005,128,190,,,0,0,0,0.5036697247706422,0.586
<class 'torch.optim.adamw.AdamW'>,0.01,128,110,,,0,0,0,0.5036697247706422,0.62
<class 'torch.optim.adam.Adam'>,0.005,128,150,,,0,0,0,0.5027522935779817,0.514
<class 'torch.optim.adamw.AdamW'>,0.0025,32,300,,,0,0,0,0.5027522935779817,0.574
<class 'torch.optim.adam.Adam'>,0.01,128,128,,,0,0,0,0.5027522935779817,0.536
<class 'torch.optim.adamw.AdamW'>,0.005,128,200,,,0,0,0,0.5027522935779817,0.546
<class 'torch.optim.adamw.AdamW'>,0.005,128,190,,,0,0,0,0.501834862385321,0.584
<class 'torch.optim.adam.Adam'>,0.002,16,250,,,0,0,0,0.5009174311926605,0.572
<class 'torch.optim.adam.Adam'>,0.005,16,160,,,0,0,0,0.5009174311926605,0.632
<class 'torch.optim.adam.Adam'>,0.01,32,170,,,0,0,0,0.4990825688073395,0.546
<class 'torch.optim.adamw.AdamW'>,0.01,128,180,,,0,0,0,0.4990825688073395,0.614
<class 'torch.optim.adam.Adam'>,0.01,16,60,,,0,0,0,0.4990825688073395,0.564
<class 'torch.optim.adamw.AdamW'>,0.005,128,150,,,0,0,0,0.4981651376146789,0.518
<class 'torch.optim.adam.Adam'>,0.01,128,110,,,0,0,0,0.4981651376146789,0.612
<class 'torch.optim.adam.Adam'>,0.01,128,60,,,0,0,0,0.4972477064220184,0.484
<class 'torch.optim.adamw.AdamW'>,0.005,16,140,,,0,0,0,0.4972477064220184,0.568
<class 'torch.optim.adamw.AdamW'>,0.0025,32,240,,,0,0,0,0.4972477064220184,0.424
<class 'torch.optim.adam.Adam'>,0.01,16,120,,,0,0,0,0.4963302752293578,0.614
<class 'torch.optim.adamw.AdamW'>,0.01,128,128,,,0,0,0,0.4963302752293578,0.522
<class 'torch.optim.adam.Adam'>,0.005,64,200,,,0,0,0,0.4963302752293578,0.546
<class 'torch.optim.adamw.AdamW'>,0.01,128,60,,,0,0,0,0.4963302752293578,0.488
<class 'torch.optim.adam.Adam'>,0.01,64,90,,,0,0,0,0.4944954128440367,0.486
<class 'torch.optim.adam.Adam'>,0.01,32,70,,,0,0,0,0.4944954128440367,0.542
<class 'torch.optim.adam.Adam'>,0.005,64,140,,,0,0,0,0.4935779816513762,0.606
<class 'torch.optim.adam.Adam'>,0.01,32,60,,,0,0,0,0.4935779816513762,0.658
<class 'torch.optim.adam.Adam'>,0.005,32,190,,,0,0,0,0.4917431192660551,0.596
<class 'torch.optim.adamw.AdamW'>,0.005,32,110,,,0,0,0,0.48990825688073397,0.566
<class 'torch.optim.adam.Adam'>,0.005,32,110,,,0,0,0,0.4871559633027523,0.6
<class 'torch.optim.adam.Adam'>,0.01,16,110,,,0,0,0,0.48623853211009177,0.586
<class 'torch.optim.adam.Adam'>,0.005,32,120,,,0,0,0,0.48623853211009177,0.6
<class 'torch.optim.adam.Adam'>,0.01,128,180,,,0,0,0,0.48623853211009177,0.564
<class 'torch.optim.adam.Adam'>,0.005,128,200,,,0,0,0,0.48623853211009177,0.564
<class 'torch.optim.adamw.AdamW'>,0.0025,16,240,,,0,0,0,0.48623853211009177,0.586
<class 'torch.optim.adamw.AdamW'>,0.005,64,180,,,0,0,0,0.4853211009174312,0.502
<class 'torch.optim.adam.Adam'>,0.01,16,100,,,0,0,0,0.48440366972477067,0.508
<class 'torch.optim.adam.Adam'>,0.01,64,110,,,0,0,0,0.4834862385321101,0.606
<class 'torch.optim.adam.Adam'>,0.0025,16,230,,,0,0,0,0.48256880733944957,0.578
<class 'torch.optim.adam.Adam'>,0.005,16,70,,,0,0,0,0.48256880733944957,0.61
<class 'torch.optim.adam.Adam'>,0.005,128,210,,,0,0,0,0.48256880733944957,0.464
<class 'torch.optim.adamw.AdamW'>,0.01,64,150,,,0,0,0,0.48073394495412847,0.558
<class 'torch.optim.adam.Adam'>,0.0025,16,150,,,0,0,0,0.47889908256880737,0.498
<class 'torch.optim.adamw.AdamW'>,0.025,128,90,,,0,0,0,0.47889908256880737,0.55
<class 'torch.optim.adam.Adam'>,0.01,32,128,,,0,0,0,0.4779816513761468,0.432
<class 'torch.optim.adam.Adam'>,0.005,16,250,,,0,0,0,0.4779816513761468,0.454
<class 'torch.optim.adamw.AdamW'>,0.01,32,160,,,0,0,0,0.4779816513761468,0.54
<class 'torch.optim.adamw.AdamW'>,0.0025,32,200,,,0,0,0,0.47706422018348627,0.578
<class 'torch.optim.adamw.AdamW'>,0.005,16,180,,,0,0,0,0.47706422018348627,0.45
<class 'torch.optim.adamw.AdamW'>,0.005,16,120,,,0,0,0,0.4761467889908257,0.474
<class 'torch.optim.adamw.AdamW'>,0.01,32,150,,,0,0,0,0.4761467889908257,0.474
<class 'torch.optim.adam.Adam'>,0.025,128,70,,,0,0,0,0.4761467889908257,0.508
<class 'torch.optim.adamw.AdamW'>,0.025,128,80,,,0,0,0,0.4761467889908257,0.534
<class 'torch.optim.adamw.AdamW'>,0.01,64,80,,,0,0,0,0.47522935779816516,0.676
<class 'torch.optim.adam.Adam'>,0.005,16,210,,,0,0,0,0.47522935779816516,0.58
<class 'torch.optim.adamw.AdamW'>,0.005,64,110,,,0,0,0,0.47522935779816516,0.602
<class 'torch.optim.adam.Adam'>,0.01,128,140,,,0,0,0,0.47339449541284406,0.454
<class 'torch.optim.adamw.AdamW'>,0.005,16,90,,,0,0,0,0.4724770642201835,0.422
<class 'torch.optim.adam.Adam'>,0.005,32,170,,,0,0,0,0.4724770642201835,0.568
<class 'torch.optim.adamw.AdamW'>,0.0025,16,180,,,0,0,0,0.47155963302752296,0.554
<class 'torch.optim.adamw.AdamW'>,0.01,32,110,,,0,0,0,0.4706422018348624,0.508
<class 'torch.optim.adam.Adam'>,0.002,16,200,,,0,0,0,0.4688073394495413,0.532
<class 'torch.optim.adam.Adam'>,0.005,32,300,,,0,0,0,0.4688073394495413,0.544
<class 'torch.optim.adamw.AdamW'>,0.005,128,210,,,0,0,0,0.4669724770642202,0.348
<class 'torch.optim.adam.Adam'>,0.002,16,220,,,0,0,0,0.4669724770642202,0.568
<class 'torch.optim.adamw.AdamW'>,0.01,128,250,,,0,0,0,0.46605504587155966,0.566
<class 'torch.optim.adam.Adam'>,0.01,64,128,,,0,0,0,0.4651376146788991,0.394
<class 'torch.optim.adamw.AdamW'>,0.005,32,180,,,0,0,0,0.4651376146788991,0.516
<class 'torch.optim.adam.Adam'>,0.0025,16,200,,,0,0,0,0.46238532110091746,0.5
<class 'torch.optim.adam.Adam'>,0.005,16,170,,,0,0,0,0.4614678899082569,0.416
<class 'torch.optim.adamw.AdamW'>,0.01,16,110,,,0,0,0,0.4614678899082569,0.572
<class 'torch.optim.adamw.AdamW'>,0.01,128,120,,,0,0,0,0.46055045871559636,0.538
<class 'torch.optim.adam.Adam'>,0.025,64,60,,,0,0,0,0.46055045871559636,0.524
<class 'torch.optim.adam.Adam'>,0.005,16,150,,,0,0,0,0.45871559633027525,0.624
<class 'torch.optim.adamw.AdamW'>,0.025,128,70,,,0,0,0,0.45871559633027525,0.512
<class 'torch.optim.adamw.AdamW'>,0.01,32,170,,,0,0,0,0.45871559633027525,0.516
<class 'torch.optim.adamw.AdamW'>,0.005,16,160,,,0,0,0,0.45688073394495415,0.634
<class 'torch.optim.adam.Adam'>,0.0025,32,250,,,0,0,0,0.45504587155963305,0.554
<class 'torch.optim.adam.Adam'>,0.01,128,120,,,0,0,0,0.45504587155963305,0.528
<class 'torch.optim.adam.Adam'>,0.005,32,160,,,0,0,0,0.4541284403669725,0.548
<class 'torch.optim.adamw.AdamW'>,0.025,64,170,,,0,0,0,0.4541284403669725,0.562
<class 'torch.optim.adam.Adam'>,0.01,16,90,,,0,0,0,0.4541284403669725,0.564
<class 'torch.optim.adamw.AdamW'>,0.01,16,100,,,0,0,0,0.4541284403669725,0.554
<class 'torch.optim.adamw.AdamW'>,0.005,32,240,,,0,0,0,0.4541284403669725,0.558
<class 'torch.optim.adamw.AdamW'>,0.01,16,60,,,0,0,0,0.4541284403669725,0.52
<class 'torch.optim.adam.Adam'>,0.01,128,230,,,0,0,0,0.45321100917431195,0.532
<class 'torch.optim.adam.Adam'>,0.005,16,240,,,0,0,0,0.4522935779816514,0.5
<class 'torch.optim.adam.Adam'>,0.01,128,150,,,0,0,0,0.4522935779816514,0.524
<class 'torch.optim.adam.Adam'>,0.0001,128,70,,,0,0,0,0.45137614678899085,0.458
<class 'torch.optim.adamw.AdamW'>,0.01,32,60,,,0,0,0,0.45137614678899085,0.638
<class 'torch.optim.adamw.AdamW'>,0.01,128,70,,,0,0,0,0.4504587155963303,0.546
<class 'torch.optim.adamw.AdamW'>,0.0001,128,70,,,0,0,0,0.4504587155963303,0.456
<class 'torch.optim.adam.Adam'>,0.005,128,180,,,0,0,0,0.44954128440366975,0.46
<class 'torch.optim.adam.Adam'>,0.005,128,240,,,0,0,0,0.44954128440366975,0.422
<class 'torch.optim.adam.Adam'>,0.01,128,250,,,0,0,0,0.44954128440366975,0.398
<class 'torch.optim.adamw.AdamW'>,0.0025,16,200,,,0,0,0,0.44770642201834865,0.434
<class 'torch.optim.adam.Adam'>,0.0001,128,80,,,0,0,0,0.44678899082568807,0.486
<class 'torch.optim.adam.Adam'>,0.01,64,200,,,0,0,0,0.44678899082568807,0.508
<class 'torch.optim.adamw.AdamW'>,0.005,16,210,,,0,0,0,0.44678899082568807,0.526
<class 'torch.optim.adamw.AdamW'>,0.01,32,70,,,0,0,0,0.44678899082568807,0.522
<class 'torch.optim.adamw.AdamW'>,0.0001,128,80,,,0,0,0,0.44678899082568807,0.484
<class 'torch.optim.adamw.AdamW'>,0.0025,32,250,,,0,0,0,0.44495412844036697,0.458
<class 'torch.optim.adam.Adam'>,0.01,128,70,,,0,0,0,0.44311926605504587,0.54
<class 'torch.optim.adamw.AdamW'>,0.01,128,90,,,0,0,0,0.44220183486238535,0.536
<class 'torch.optim.adamw.AdamW'>,0.01,32,90,,,0,0,0,0.44220183486238535,0.534
<class 'torch.optim.adam.Adam'>,0.01,32,140,,,0,0,0,0.44220183486238535,0.492
<class 'torch.optim.adamw.AdamW'>,0.01,128,220,,,0,0,0,0.44128440366972477,0.536
<class 'torch.optim.adamw.AdamW'>,0.005,128,180,,,0,0,0,0.44128440366972477,0.46
<class 'torch.optim.adamw.AdamW'>,0.0001,128,60,,,0,0,0,0.44036697247706424,0.446
<class 'torch.optim.adam.Adam'>,0.025,128,110,,,0,0,0,0.44036697247706424,0.406
<class 'torch.optim.adam.Adam'>,0.01,128,90,,,0,0,0,0.44036697247706424,0.544
<class 'torch.optim.adam.Adam'>,0.0001,128,60,,,0,0,0,0.44036697247706424,0.446
<class 'torch.optim.adamw.AdamW'>,0.0025,64,300,,,0,0,0,0.44036697247706424,0.552
<class 'torch.optim.adam.Adam'>,0.005,32,200,,,0,0,0,0.43944954128440367,0.55
<class 'torch.optim.adamw.AdamW'>,0.005,32,150,,,0,0,0,0.43853211009174314,0.632
<class 'torch.optim.adam.Adam'>,0.005,16,220,,,0,0,0,0.43761467889908257,0.476
<class 'torch.optim.adamw.AdamW'>,0.0025,32,230,,,0,0,0,0.43761467889908257,0.63
<class 'torch.optim.adam.Adam'>,0.025,64,70,,,0,0,0,0.43761467889908257,0.446
<class 'torch.optim.adam.Adam'>,0.025,128,60,,,0,0,0,0.43761467889908257,0.544
<class 'torch.optim.adamw.AdamW'>,0.0025,16,210,,,0,0,0,0.43761467889908257,0.49
<class 'torch.optim.adam.Adam'>,0.01,16,80,,,0,0,0,0.43669724770642204,0.576
<class 'torch.optim.adamw.AdamW'>,0.005,32,200,,,0,0,0,0.43669724770642204,0.414
<class 'torch.optim.adam.Adam'>,0.005,16,200,,,0,0,0,0.43486238532110094,0.58
<class 'torch.optim.adamw.AdamW'>,0.01,64,200,,,0,0,0,0.43394495412844036,0.484
<class 'torch.optim.adamw.AdamW'>,0.01,64,110,,,0,0,0,0.43394495412844036,0.452
<class 'torch.optim.adam.Adam'>,0.0025,64,300,,,0,0,0,0.43394495412844036,0.456
<class 'torch.optim.adam.Adam'>,0.01,32,110,,,0,0,0,0.43394495412844036,0.522
<class 'torch.optim.adam.Adam'>,0.0025,16,250,,,0,0,0,0.43211009174311926,0.592
<class 'torch.optim.adamw.AdamW'>,0.002,16,190,,,0,0,0,0.43119266055045874,0.566
<class 'torch.optim.adamw.AdamW'>,0.025,128,60,,,0,0,0,0.43027522935779816,0.516
<class 'torch.optim.adamw.AdamW'>,0.01,32,128,,,0,0,0,0.42935779816513764,0.592
<class 'torch.optim.adamw.AdamW'>,0.01,16,128,,,0,0,0,0.42660550458715596,0.598
<class 'torch.optim.adamw.AdamW'>,0.01,16,80,,,0,0,0,0.42660550458715596,0.51
<class 'torch.optim.adamw.AdamW'>,0.01,16,90,,,0,0,0,0.42477064220183486,0.526
<class 'torch.optim.adamw.AdamW'>,0.005,16,80,,,0,0,0,0.42385321100917434,0.474
<class 'torch.optim.adam.Adam'>,0.01,16,70,,,0,0,0,0.42201834862385323,0.506
<class 'torch.optim.adam.Adam'>,0.0025,32,190,,,0,0,0,0.42201834862385323,0.488
<class 'torch.optim.adam.Adam'>,0.01,64,220,,,0,0,0,0.42201834862385323,0.524
<class 'torch.optim.adam.Adam'>,0.0025,16,190,,,0,0,0,0.41926605504587156,0.524
<class 'torch.optim.adamw.AdamW'>,0.0025,32,190,,,0,0,0,0.41834862385321103,0.418
<class 'torch.optim.adamw.AdamW'>,0.025,128,180,,,0,0,0,0.41834862385321103,0.398
<class 'torch.optim.adam.Adam'>,0.025,128,80,,,0,0,0,0.41743119266055045,0.396
<class 'torch.optim.adamw.AdamW'>,0.005,128,170,,,0,0,0,0.41743119266055045,0.492
<class 'torch.optim.adamw.AdamW'>,0.025,64,70,,,0,0,0,0.41743119266055045,0.512
<class 'torch.optim.adamw.AdamW'>,0.005,32,210,,,0,0,0,0.41743119266055045,0.54
<class 'torch.optim.adam.Adam'>,0.005,128,170,,,0,0,0,0.41743119266055045,0.494
<class 'torch.optim.adamw.AdamW'>,0.005,32,250,,,0,0,0,0.41651376146788993,0.544
<class 'torch.optim.adamw.AdamW'>,0.025,64,180,,,0,0,0,0.41651376146788993,0.492
<class 'torch.optim.adam.Adam'>,0.025,64,80,,,0,0,0,0.41651376146788993,0.404
<class 'torch.optim.adam.Adam'>,0.025,32,60,,,0,0,0,0.41559633027522935,0.508
<class 'torch.optim.adam.Adam'>,0.01,16,160,,,0,0,0,0.41192660550458715,0.534
<class 'torch.optim.adamw.AdamW'>,0.0025,16,150,,,0,0,0,0.41009174311926605,0.56
<class 'torch.optim.adamw.AdamW'>,0.005,16,220,,,0,0,0,0.4091743119266055,0.632
<class 'torch.optim.adamw.AdamW'>,0.01,32,190,,,0,0,0,0.40825688073394495,0.494
<class 'torch.optim.adamw.AdamW'>,0.025,128,100,,,0,0,0,0.40825688073394495,0.372
<class 'torch.optim.adamw.AdamW'>,0.005,16,128,,,0,0,0,0.4073394495412844,0.534
<class 'torch.optim.adam.Adam'>,0.01,16,140,,,0,0,0,0.40458715596330275,0.542
<class 'torch.optim.adam.Adam'>,0.002,16,230,,,0,0,0,0.40275229357798165,0.482
<class 'torch.optim.adam.Adam'>,0.01,64,210,,,0,0,0,0.40091743119266054,0.504
<class 'torch.optim.adamw.AdamW'>,0.025,128,110,,,0,0,0,0.40091743119266054,0.452
<class 'torch.optim.adam.Adam'>,0.005,32,150,,,0,0,0,0.39908256880733944,0.426
<class 'torch.optim.adamw.AdamW'>,0.025,64,80,,,0,0,0,0.3981651376146789,0.522
<class 'torch.optim.adamw.AdamW'>,0.01,16,120,,,0,0,0,0.39724770642201834,0.462
<class 'torch.optim.adamw.AdamW'>,0.01,32,180,,,0,0,0,0.39541284403669724,0.496
<class 'torch.optim.adamw.AdamW'>,0.025,64,60,,,0,0,0,0.3889908256880734,0.476
<class 'torch.optim.adamw.AdamW'>,0.025,32,60,,,0,0,0,0.3853211009174312,0.508
<class 'torch.optim.adam.Adam'>,0.01,32,200,,,0,0,0,0.38440366972477064,0.376
<class 'torch.optim.adamw.AdamW'>,0.01,16,70,,,0,0,0,0.381651376146789,0.476
<class 'torch.optim.adam.Adam'>,0.025,128,90,,,0,0,0,0.381651376146789,0.42
<class 'torch.optim.adamw.AdamW'>,0.01,16,230,,,0,0,0,0.3798165137614679,0.466
<class 'torch.optim.adamw.AdamW'>,0.025,32,110,,,0,0,0,0.3798165137614679,0.484
<class 'torch.optim.adam.Adam'>,0.01,128,220,,,0,0,0,0.37706422018348623,0.458
<class 'torch.optim.adamw.AdamW'>,0.01,64,90,,,0,0,0,0.3761467889908257,0.476
<class 'torch.optim.adamw.AdamW'>,0.005,16,190,,,0,0,0,0.3706422018348624,0.49
<class 'torch.optim.adam.Adam'>,0.005,16,100,,,0,0,0,0.3706422018348624,0.452
<class 'torch.optim.adam.Adam'>,0.01,128,160,,,0,0,0,0.3697247706422018,0.332
<class 'torch.optim.adam.Adam'>,0.01,32,90,,,0,0,0,0.3660550458715596,0.418
<class 'torch.optim.adam.Adam'>,0.005,16,180,,,0,0,0,0.3605504587155963,0.51
<class 'torch.optim.adam.Adam'>,0.01,32,210,,,0,0,0,0.3596330275229358,0.44
<class 'torch.optim.adamw.AdamW'>,0.025,128,200,,,0,0,0,0.3596330275229358,0.396
<class 'torch.optim.adamw.AdamW'>,0.005,16,300,,,0,0,0,0.3587155963302752,0.442
<class 'torch.optim.adam.Adam'>,0.01,64,120,,,0,0,0,0.3587155963302752,0.396
<class 'torch.optim.adam.Adam'>,0.01,32,180,,,0,0,0,0.3577981651376147,0.366
<class 'torch.optim.adam.Adam'>,0.025,128,100,,,0,0,0,0.3568807339449541,0.34
<class 'torch.optim.adam.Adam'>,0.01,16,128,,,0,0,0,0.3568807339449541,0.384
<class 'torch.optim.adamw.AdamW'>,0.025,64,150,,,0,0,0,0.3559633027522936,0.352
<class 'torch.optim.adamw.AdamW'>,0.025,64,90,,,0,0,0,0.355045871559633,0.41
<class 'torch.optim.adam.Adam'>,0.025,32,70,,,0,0,0,0.3541284403669725,0.456
<class 'torch.optim.adam.Adam'>,0.05,128,220,,,0,0,0,0.3541284403669725,0.312
<class 'torch.optim.adamw.AdamW'>,0.05,128,90,,,0,0,0,0.3504587155963303,0.428
<class 'torch.optim.adamw.AdamW'>,0.002,16,300,,,0,0,0,0.3495412844036697,0.532
<class 'torch.optim.adamw.AdamW'>,0.01,16,150,,,0,0,0,0.3477064220183486,0.324
